stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.244,"[-2.592, 0.105]",1.348,-1.538,0.129
norefined,c,-6.275,"[-13.178, 0.629]",6.904,-1.516,0.134
norefined,s,-3.018,"[-6.012, -0.023]",2.994,-1.681,0.097
norefined,k0,0.580,"[-1.124, 2.284]",1.704,0.568,0.572
norefined,k1,-1.688,"[-3.558, 0.183]",1.870,-1.505,0.137
norefined,k2,0.233,"[-1.254, 1.72]",1.487,0.261,0.795
norefined,k3,1.026,"[-0.32, 2.372]",1.346,1.271,0.208
norefined,k4,-0.493,"[-1.855, 0.869]",1.362,-0.603,0.548
norefined,k5,-0.661,"[-2.355, 1.032]",1.693,-0.652,0.517
refined,tt,-0.927,"[-1.699, -0.155]",0.772,-2.002,0.049
refined,c,-5.968,"[-10.666, -1.269]",4.698,-2.118,0.038
refined,s,-2.989,"[-5.226, -0.752]",2.237,-2.229,0.029
refined,k0,0.540,"[-0.517, 1.596]",1.057,0.852,0.397
refined,k1,-1.365,"[-2.566, -0.163]",1.201,-1.895,0.062
refined,k2,1.152,"[-0.226, 2.529]",1.377,1.395,0.168
refined,k3,0.791,"[-0.23, 1.812]",1.021,1.293,0.201
refined,k4,0.191,"[-0.736, 1.118]",0.927,0.344,0.732
refined,k5,-0.722,"[-1.823, 0.379]",1.101,-1.094,0.278
