attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.239,"[-1.873, -0.605]",0.634,-3.257,0.002,4.247,ngd,62,256297346.889,0.163,-1.000,-0.239,0,0,fn
c,-5.666,"[-8.605, -2.727]",2.939,-3.211,0.002,4.247,ngd,62,256297346.889,0.163,-6.000,0.334,0,0,fn
s,-2.992,"[-4.345, -1.639]",1.353,-3.684,0.000,4.247,ngd,62,256297346.889,0.163,-3.000,0.008,0,0,fn
vot,0.219,,,,,4.247,ngd,62,256297346.889,0.163,0.167,0.052,0,0,fn
tt,-0.961,"[-1.328, -0.593]",0.367,-4.355,0.000,4.470,lm,62,156811859.481,0.128,-1.000,0.039,0,0,fn
c,-5.724,"[-7.865, -3.583]",2.141,-4.454,0.000,4.470,lm,62,156811859.481,0.128,-6.000,0.276,0,0,fn
s,-2.871,"[-3.826, -1.915]",0.956,-5.003,0.000,4.470,lm,62,156811859.481,0.128,-3.000,0.129,0,0,fn
vot,0.168,,,,,4.470,lm,62,156811859.481,0.128,0.167,0.001,0,0,fn
tt,-0.961,"[-1.328, -0.593]",0.367,-4.355,0.000,8.794,ngd+lm,62,156811859.452,0.128,-1.000,0.039,0,0,fn
c,-5.724,"[-7.865, -3.583]",2.141,-4.453,0.000,8.794,ngd+lm,62,156811859.452,0.128,-6.000,0.276,0,0,fn
s,-2.871,"[-3.827, -1.915]",0.956,-5.003,0.000,8.794,ngd+lm,62,156811859.452,0.128,-3.000,0.129,0,0,fn
vot,0.168,,,,,8.794,ngd+lm,62,156811859.452,0.128,0.167,0.001,0,0,fn
