stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.477,"[-2.65, -0.303]",1.173,-2.512,0.014
norefined,c,-6.115,"[-10.658, -1.571]",4.544,-2.686,0.009
norefined,s,-3.789,"[-6.91, -0.669]",3.120,-2.424,0.018
norefined,k0,-0.318,"[-1.538, 0.902]",1.220,-0.521,0.604
norefined,k1,-0.351,"[-1.778, 1.077]",1.427,-0.491,0.625
norefined,k2,-0.243,"[-1.732, 1.245]",1.488,-0.326,0.745
norefined,k3,-0.039,"[-1.3, 1.222]",1.261,-0.061,0.951
norefined,k4,-0.311,"[-1.804, 1.182]",1.493,-0.415,0.679
norefined,k5,-0.268,"[-1.729, 1.194]",1.462,-0.365,0.716
refined,tt,-3.855,"[-9.946, 2.236]",6.091,-1.263,0.211
refined,c,-16.196,"[-41.281, 8.89]",25.085,-1.289,0.202
refined,s,-10.836,"[-28.52, 6.849]",17.684,-1.223,0.226
refined,k0,-0.590,"[-4.915, 3.736]",4.325,-0.272,0.786
refined,k1,-0.578,"[-3.831, 2.676]",3.254,-0.354,0.724
refined,k2,-0.513,"[-4.59, 3.564]",4.077,-0.251,0.802
refined,k3,-0.860,"[-5.022, 3.303]",4.163,-0.412,0.682
refined,k4,-1.371,"[-8.541, 5.8]",7.171,-0.382,0.704
refined,k5,-0.868,"[-6.115, 4.379]",5.247,-0.330,0.742
