stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.389,-6.747,-4.948,-0.294,0.378,-0.881,1.246,-0.522,-1.275,1412987149.847,1584,0,0,0.058
norefined,2,-0.883,-6.713,-4.951,-0.260,0.401,-0.894,1.276,-0.492,-1.239,930386535.097,1584,0,0,0.131
norefined,3,-1.360,-6.679,-4.933,-0.191,0.444,-0.872,1.320,-0.461,-1.135,752698864.244,1584,0,0,0.204
norefined,4,-1.166,-6.795,-4.872,-0.026,0.590,-0.855,1.393,-0.618,-0.794,732199742.054,1584,0,0,0.172
norefined,5,-1.629,-6.768,-4.798,0.071,0.623,-0.868,1.383,-0.662,-0.666,742134894.392,1584,0,0,0.241
norefined,6,-1.156,-6.874,-4.787,0.070,0.637,-0.871,1.420,-0.740,-0.580,715694272.631,1584,0,0,0.168
norefined,7,-1.628,-6.838,-4.709,0.162,0.659,-0.883,1.408,-0.775,-0.480,713707044.303,1584,0,0,0.238
norefined,8,-1.154,-6.941,-4.691,0.168,0.670,-0.890,1.444,-0.851,-0.393,701971276.457,1584,0,0,0.166
norefined,9,-1.632,-6.897,-4.610,0.251,0.686,-0.899,1.433,-0.876,-0.319,693299838.619,1584,0,0,0.237
norefined,10,-1.160,-6.998,-4.583,0.266,0.697,-0.911,1.470,-0.951,-0.225,689371178.417,1584,0,0,0.166
refined,11,-1.160,-6.998,-4.583,0.266,0.697,-0.911,1.470,-0.951,-0.225,689371178.417,1584,0,0,0.166
refined,12,-0.576,-2.532,-1.075,1.348,0.656,-0.734,0.075,-0.345,-0.153,1004357874.226,1584,0,0,0.228
refined,13,-0.538,-2.655,-1.647,0.490,0.713,-0.632,0.969,-0.736,0.024,594698407.196,1584,0,0,0.203
refined,14,-0.659,-3.327,-2.085,0.498,0.844,-0.806,1.106,-0.836,0.108,578766456.460,1584,0,0,0.198
refined,15,-0.721,-3.631,-2.290,0.564,0.882,-0.931,1.091,-0.877,0.121,576847474.762,1584,0,0,0.198
refined,16,-0.741,-3.728,-2.349,0.598,0.891,-0.979,1.085,-0.889,0.120,576692132.308,1584,0,0,0.199
refined,17,-0.746,-3.752,-2.361,0.607,0.893,-0.990,1.084,-0.892,0.120,576684260.330,1584,0,0,0.199
refined,18,-0.747,-3.757,-2.363,0.608,0.894,-0.992,1.084,-0.893,0.120,576683875.848,1584,0,0,0.199
refined,19,-0.747,-3.758,-2.364,0.609,0.894,-0.993,1.084,-0.893,0.120,576683855.687,1584,0,0,0.199
refined,20,-0.747,-3.758,-2.364,0.609,0.894,-0.993,1.084,-0.893,0.120,576683854.568,1584,0,0,0.199
