stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.151,1.857,0.000,0,9,1127974254.081,94717690.606,38
refined,126.073,1.857,0.000,0,9,1127974254.081,28110739.641,38
