stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.756,"[-1.125, -0.388]",0.369,-3.441,0.001
norefined,c,-5.495,"[-7.735, -3.256]",2.239,-4.116,0.000
norefined,s,-2.744,"[-3.827, -1.661]",1.083,-4.251,0.000
norefined,k0,-0.479,"[-1.283, 0.325]",0.804,-0.999,0.323
norefined,k1,-0.640,"[-1.333, 0.053]",0.693,-1.548,0.128
norefined,k2,-0.169,"[-1.007, 0.67]",0.838,-0.337,0.737
norefined,k3,0.069,"[-0.408, 0.545]",0.476,0.242,0.810
norefined,k4,0.610,"[-0.194, 1.413]",0.804,1.272,0.210
norefined,k5,0.171,"[-0.606, 0.948]",0.777,0.369,0.713
refined,tt,-0.890,"[-1.168, -0.611]",0.279,-5.356,0.000
refined,c,-5.293,"[-6.775, -3.811]",1.482,-5.992,0.000
refined,s,-2.680,"[-3.409, -1.95]",0.730,-6.160,0.000
refined,k0,0.117,"[-0.291, 0.524]",0.407,0.481,0.633
refined,k1,-0.276,"[-0.675, 0.122]",0.399,-1.162,0.251
refined,k2,0.241,"[-0.259, 0.741]",0.500,0.808,0.423
refined,k3,-0.078,"[-0.36, 0.204]",0.282,-0.466,0.643
refined,k4,0.011,"[-0.5, 0.522]",0.511,0.036,0.971
refined,k5,0.238,"[-0.204, 0.681]",0.442,0.904,0.370
