stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,5.380,2.347,0.007,0,9,561012337.404,96034707.584,19
refined,27.889,2.347,0.000,0,9,561012337.404,21494961.969,19
