stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.472,"[-2.675, -0.268]",1.204,-2.441,0.017
norefined,c,-7.451,"[-13.741, -1.161]",6.290,-2.365,0.021
norefined,s,-3.678,"[-6.772, -0.583]",3.095,-2.372,0.021
norefined,k0,0.117,"[-1.272, 1.506]",1.389,0.169,0.867
norefined,k1,-1.111,"[-2.973, 0.752]",1.863,-1.190,0.238
norefined,k2,0.280,"[-1.399, 1.96]",1.680,0.333,0.740
norefined,k3,-0.368,"[-2.139, 1.402]",1.770,-0.415,0.679
norefined,k4,0.146,"[-1.179, 1.471]",1.325,0.220,0.827
norefined,k5,0.110,"[-1.219, 1.438]",1.328,0.165,0.870
refined,tt,-0.366,"[-0.496, -0.236]",0.130,-5.628,0.000
refined,c,-2.125,"[-2.855, -1.395]",0.730,-5.813,0.000
refined,s,-0.935,"[-1.261, -0.61]",0.326,-5.733,0.000
refined,k0,0.035,"[-0.233, 0.304]",0.269,0.262,0.795
refined,k1,-0.011,"[-0.381, 0.359]",0.370,-0.061,0.951
refined,k2,0.240,"[-0.145, 0.626]",0.385,1.243,0.218
refined,k3,0.295,"[-0.101, 0.692]",0.397,1.485,0.142
refined,k4,-0.150,"[-0.429, 0.128]",0.278,-1.078,0.285
refined,k5,0.196,"[-0.134, 0.526]",0.330,1.185,0.240
