stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.091,"[-1.854, -0.328]",0.763,-2.853,0.006
norefined,c,-7.527,"[-12.807, -2.248]",5.279,-2.846,0.006
norefined,s,-3.756,"[-6.581, -0.93]",2.825,-2.653,0.010
norefined,k0,0.098,"[-0.638, 0.835]",0.737,0.267,0.791
norefined,k1,-1.175,"[-2.632, 0.282]",1.457,-1.610,0.112
norefined,k2,0.173,"[-1.067, 1.414]",1.241,0.279,0.781
norefined,k3,-0.646,"[-1.823, 0.532]",1.178,-1.094,0.278
norefined,k4,0.327,"[-0.356, 1.009]",0.683,0.955,0.343
norefined,k5,-0.043,"[-0.876, 0.79]",0.833,-0.104,0.918
refined,tt,-1.321,"[-2.108, -0.534]",0.787,-3.350,0.001
refined,c,-7.141,"[-11.311, -2.97]",4.170,-3.418,0.001
refined,s,-3.454,"[-5.404, -1.504]",1.950,-3.536,0.001
refined,k0,0.170,"[-0.368, 0.708]",0.538,0.630,0.531
refined,k1,0.375,"[-0.468, 1.219]",0.843,0.888,0.378
refined,k2,0.147,"[-0.912, 1.205]",1.059,0.276,0.783
refined,k3,-0.385,"[-1.278, 0.509]",0.894,-0.859,0.393
refined,k4,0.096,"[-0.426, 0.618]",0.522,0.367,0.714
refined,k5,0.038,"[-0.576, 0.653]",0.615,0.124,0.901
