stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.179,-6.118,-4.259,1.451,0.672,1.222,1.884,-1.506,0.008,2455928633.783,1584,0,0,-0.029
norefined,2,-0.281,-6.184,-4.258,1.406,0.593,1.136,1.788,-1.562,-0.069,1157102931.863,1584,0,0,0.045
norefined,3,-0.753,-6.224,-4.223,1.373,0.532,1.059,1.699,-1.598,-0.139,410850823.845,1584,0,0,0.121
norefined,4,-1.226,-6.244,-4.161,1.344,0.475,0.993,1.601,-1.636,-0.188,215326326.892,1584,0,0,0.196
norefined,5,-1.401,-6.388,-4.084,1.110,0.318,0.876,1.316,-1.672,-0.319,149161059.184,1584,0,0,0.219
norefined,6,-1.240,-6.528,-4.123,0.781,0.200,0.713,1.109,-1.631,-0.416,102663237.109,1584,0,0,0.190
norefined,7,-1.615,-6.580,-4.051,0.580,0.113,0.583,0.929,-1.599,-0.478,121572070.784,1584,0,0,0.245
norefined,8,-1.137,-6.647,-4.148,0.513,0.145,0.566,0.937,-1.561,-0.477,89616120.415,1584,0,0,0.171
norefined,9,-1.591,-6.654,-4.070,0.423,0.084,0.483,0.812,-1.545,-0.525,107430816.104,1584,0,0,0.239
norefined,10,-1.111,-6.715,-4.164,0.369,0.124,0.471,0.834,-1.503,-0.515,81242065.972,1584,0,0,0.165
refined,11,-1.111,-6.715,-4.164,0.369,0.124,0.471,0.834,-1.503,-0.515,81242065.972,1584,0,0,0.165
refined,12,-0.499,-3.568,-1.366,-0.026,0.795,-1.016,-0.442,0.091,-0.844,73643512.302,1584,0,0,0.140
refined,13,-0.923,-6.426,-3.000,0.133,0.524,-0.880,-0.134,-0.416,-1.066,42027528.246,1584,0,0,0.144
refined,14,-0.929,-5.952,-3.103,0.110,0.254,-0.754,-0.053,-0.265,-0.335,39391697.843,1584,0,0,0.156
refined,15,-1.000,-6.606,-3.337,0.114,0.355,-0.796,-0.059,-0.370,-0.542,38813162.350,1584,0,0,0.151
refined,16,-0.971,-6.365,-3.229,0.097,0.325,-0.778,-0.048,-0.325,-0.503,38790656.892,1584,0,0,0.153
refined,17,-0.985,-6.481,-3.280,0.104,0.339,-0.785,-0.052,-0.345,-0.522,38784319.963,1584,0,0,0.152
refined,18,-0.979,-6.429,-3.257,0.101,0.333,-0.782,-0.050,-0.336,-0.514,38783219.938,1584,0,0,0.152
refined,19,-0.982,-6.453,-3.268,0.102,0.336,-0.784,-0.051,-0.340,-0.518,38782978.168,1584,0,0,0.152
refined,20,-0.981,-6.442,-3.263,0.101,0.335,-0.783,-0.051,-0.338,-0.516,38782930.195,1584,0,0,0.152
