attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.099,"[-1.434, -0.764]",0.335,-5.462,0.000,93.320,ngd,19,151290687.208,0.125,-1.000,-0.099,0,0,fn
c,-5.510,"[-7.118, -3.903]",1.608,-5.710,0.000,93.320,ngd,19,151290687.208,0.125,-6.000,0.490,0,0,fn
s,-3.313,"[-4.238, -2.388]",0.925,-5.965,0.000,93.320,ngd,19,151290687.208,0.125,-3.000,-0.313,0,0,fn
vot,0.199,,,,,93.320,ngd,19,151290687.208,0.125,0.167,0.033,0,0,fn
tt,-18.778,"[-104.022, 66.467]",85.244,-0.367,0.715,130.258,lm,19,9850345980.973,1.006,-1.000,-17.778,1,0,fn
c,-176.617,"[-974.996, 621.763]",798.380,-0.369,0.714,130.258,lm,19,9850345980.973,1.006,-6.000,-170.617,1,0,fn
s,529.703,"[-1875.166, 2934.572]",2404.869,0.367,0.715,130.258,lm,19,9850345980.973,1.006,-3.000,532.703,1,0,fn
vot,0.106,,,,,130.258,lm,19,9850345980.973,1.006,0.167,-0.060,0,0,fn
tt,-0.813,"[-1.052, -0.575]",0.239,-5.677,0.000,162.783,ngd+lm,19,144288887.937,0.122,-1.000,0.187,0,0,fn
c,-5.259,"[-6.727, -3.792]",1.468,-5.970,0.000,162.783,ngd+lm,19,144288887.937,0.122,-6.000,0.741,0,0,fn
s,-2.922,"[-3.686, -2.158]",0.764,-6.372,0.000,162.783,ngd+lm,19,144288887.937,0.122,-3.000,0.078,0,0,fn
vot,0.155,,,,,162.783,ngd+lm,19,144288887.937,0.122,0.167,-0.012,0,0,fn
