stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.402,"[-2.223, -0.581]",0.821,-2.848,0.006
norefined,c,-7.485,"[-12.067, -2.902]",4.582,-2.724,0.008
norefined,s,-3.023,"[-4.84, -1.206]",1.817,-2.775,0.007
norefined,k0,0.276,"[-0.646, 1.198]",0.922,0.500,0.619
norefined,k1,0.784,"[-0.359, 1.926]",1.142,1.144,0.257
norefined,k2,0.368,"[-0.292, 1.027]",0.660,0.930,0.356
norefined,k3,0.403,"[-0.485, 1.291]",0.888,0.757,0.452
norefined,k4,-1.565,"[-2.822, -0.309]",1.256,-2.078,0.042
norefined,k5,0.401,"[-0.722, 1.523]",1.122,0.596,0.553
refined,tt,-1.075,"[-1.62, -0.529]",0.545,-3.286,0.002
refined,c,-6.200,"[-9.275, -3.125]",3.075,-3.363,0.001
refined,s,-3.458,"[-5.035, -1.882]",1.576,-3.659,0.000
refined,k0,-0.089,"[-0.665, 0.487]",0.576,-0.257,0.798
refined,k1,-0.364,"[-1.129, 0.401]",0.765,-0.794,0.430
refined,k2,0.147,"[-0.29, 0.583]",0.437,0.560,0.577
refined,k3,-0.063,"[-0.66, 0.534]",0.597,-0.176,0.860
refined,k4,-0.047,"[-0.719, 0.625]",0.672,-0.117,0.907
refined,k5,0.207,"[-0.685, 1.099]",0.892,0.388,0.699
