stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,20.765,2.023,0.000,76,0,9,1989053786.160,524917505.995
refined,54.160,2.023,0.000,76,0,9,1989053786.160,240362843.293
