attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.031,"[-1.351, -0.71]",0.320,-5.364,0.000,54.757,ngd,87,180409313.797,0.140,-1.000,-0.031,0,0,fn
c,-6.945,"[-9.212, -4.679]",2.267,-5.105,0.000,54.757,ngd,87,180409313.797,0.140,-6.000,-0.945,0,0,fn
s,-2.782,"[-3.739, -1.825]",0.957,-4.843,0.000,54.757,ngd,87,180409313.797,0.140,-3.000,0.218,0,0,fn
vot,0.148,,,,,54.757,ngd,87,180409313.797,0.140,0.167,-0.018,0,0,fn
tt,-1.064,"[-1.403, -0.725]",0.339,-5.227,0.000,55.475,lm,87,179613822.850,0.139,-1.000,-0.064,0,0,fn
c,-7.017,"[-9.363, -4.671]",2.346,-4.983,0.000,55.475,lm,87,179613822.850,0.139,-6.000,-1.017,0,0,fn
s,-3.041,"[-4.116, -1.967]",1.074,-4.716,0.000,55.475,lm,87,179613822.850,0.139,-3.000,-0.041,0,0,fn
vot,0.152,,,,,55.475,lm,87,179613822.850,0.139,0.167,-0.015,0,0,fn
tt,-0.993,"[-1.302, -0.684]",0.309,-5.351,0.000,105.640,ngd+lm,87,179403282.424,0.139,-1.000,0.007,0,0,fn
c,-6.767,"[-8.985, -4.549]",2.218,-5.083,0.000,105.640,ngd+lm,87,179403282.424,0.139,-6.000,-0.767,0,0,fn
s,-2.817,"[-3.787, -1.846]",0.971,-4.835,0.000,105.640,ngd+lm,87,179403282.424,0.139,-3.000,0.183,0,0,fn
vot,0.147,,,,,105.640,ngd+lm,87,179403282.424,0.139,0.167,-0.020,0,0,fn
