stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,32.657,1.727,0.000,0,9,3074465557.918,570739330.128,76
refined,57.939,1.727,0.000,0,9,3074465557.918,350052167.817,76
