stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,23.567,1.727,0.000,0,9,3971428761.606,953357633.895,76
refined,32.708,1.727,0.000,0,9,3971428761.606,736328091.271,76
