stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.390,"[-0.694, -0.087]",0.304,-2.566,0.013
norefined,c,-4.288,"[-7.161, -1.416]",2.873,-2.980,0.004
norefined,s,-1.926,"[-3.378, -0.474]",1.452,-2.648,0.010
norefined,k0,0.425,"[-0.454, 1.304]",0.879,0.966,0.338
norefined,k1,0.715,"[-0.413, 1.844]",1.128,1.265,0.210
norefined,k2,-0.378,"[-1.147, 0.392]",0.770,-0.979,0.331
norefined,k3,-0.347,"[-1.455, 0.762]",1.109,-0.624,0.535
norefined,k4,-0.426,"[-1.047, 0.196]",0.621,-1.368,0.176
norefined,k5,-1.140,"[-2.261, -0.018]",1.122,-2.028,0.047
refined,tt,-0.729,"[-1.104, -0.354]",0.375,-3.878,0.000
refined,c,-4.277,"[-6.356, -2.198]",2.079,-4.107,0.000
refined,s,-2.379,"[-3.608, -1.15]",1.229,-3.864,0.000
refined,k0,0.694,"[0.099, 1.29]",0.596,2.328,0.023
refined,k1,0.894,"[0.055, 1.732]",0.839,2.128,0.037
refined,k2,0.128,"[-0.367, 0.622]",0.494,0.515,0.608
refined,k3,0.158,"[-0.38, 0.695]",0.538,0.586,0.560
refined,k4,-0.221,"[-0.63, 0.189]",0.410,-1.075,0.286
refined,k5,-0.186,"[-0.728, 0.356]",0.542,-0.684,0.496
