stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.320,-4.128,-1.075,0.575,0.828,-0.376,-0.901,0.426,-1.538,2031610103.674,-0.077
norefined,2,-0.135,-4.137,-1.144,0.503,0.748,-0.420,-0.968,0.301,-1.607,1076875573.121,0.033
norefined,3,-0.575,-4.123,-1.255,0.425,0.672,-0.438,-0.978,0.122,-1.589,724980989.268,0.139
norefined,4,-0.771,-4.123,-1.527,0.279,0.584,-0.476,-0.890,-0.155,-1.440,574286011.488,0.187
norefined,5,-0.614,-4.144,-1.846,0.162,0.490,-0.514,-0.774,-0.352,-1.224,495790616.905,0.148
norefined,6,-1.042,-4.147,-1.879,0.135,0.361,-0.503,-0.747,-0.455,-1.032,501505889.251,0.251
norefined,7,-0.586,-4.217,-2.036,0.090,0.337,-0.524,-0.701,-0.480,-0.948,471962157.015,0.139
norefined,8,-1.062,-4.222,-1.957,0.091,0.254,-0.504,-0.711,-0.489,-0.848,476007060.508,0.252
norefined,9,-0.597,-4.294,-2.097,0.050,0.233,-0.517,-0.671,-0.497,-0.778,456351015.252,0.139
norefined,10,-1.076,-4.293,-2.007,0.053,0.160,-0.494,-0.688,-0.489,-0.699,459266487.490,0.251
refined,11,-0.597,-4.294,-2.097,0.050,0.233,-0.517,-0.671,-0.497,-0.778,456351015.252,0.139
refined,12,-1.066,-5.665,-2.719,-0.324,-0.615,-0.371,-0.935,-0.046,0.125,354520833.643,0.188
refined,13,-1.055,-5.370,-2.531,-0.294,-0.745,-0.411,-0.615,-0.060,0.209,350174327.950,0.196
refined,14,-1.107,-5.632,-2.639,-0.317,-0.874,-0.470,-0.628,-0.025,0.200,350025680.368,0.197
refined,15,-1.076,-5.466,-2.565,-0.303,-0.818,-0.449,-0.597,-0.036,0.189,350000569.589,0.197
refined,16,-1.097,-5.575,-2.614,-0.310,-0.859,-0.465,-0.610,-0.027,0.195,349990073.884,0.197
refined,17,-1.084,-5.506,-2.583,-0.305,-0.834,-0.456,-0.600,-0.032,0.191,349986377.939,0.197
refined,18,-1.093,-5.551,-2.603,-0.308,-0.850,-0.462,-0.606,-0.029,0.194,349984777.703,0.197
refined,19,-1.087,-5.523,-2.590,-0.306,-0.840,-0.458,-0.602,-0.031,0.192,349984163.612,0.197
refined,20,-1.091,-5.540,-2.598,-0.307,-0.847,-0.461,-0.605,-0.029,0.193,349983908.418,0.197
