stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,5.848,2.023,0.000,76,0,9,1967272039.967,1101811664.958
refined,14.217,2.023,0.000,76,0,9,1967272039.967,676098170.233
