stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.377,2.023,0.000,76,0,9,4157519686.768,456351015.249
refined,80.989,2.023,0.000,76,0,9,4157519686.768,349983908.415
