stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.347,-7.165,-4.645,-0.574,-0.471,-0.119,-1.913,0.903,-0.576,419947741.866,0.328
norefined,2,-1.890,-7.270,-4.671,-0.566,-0.443,-0.222,-1.904,0.966,-0.695,283935400.250,0.260
norefined,3,-1.412,-7.348,-4.705,-0.562,-0.452,-0.263,-1.872,1.002,-0.796,85738364.905,0.192
norefined,4,-1.114,-7.447,-4.700,-0.424,-0.625,-0.070,-1.765,0.849,-0.620,135508150.551,0.150
norefined,5,-1.600,-7.435,-4.602,-0.416,-0.610,-0.039,-1.795,0.804,-0.592,133565254.205,0.215
norefined,6,-1.114,-7.501,-4.649,-0.407,-0.638,-0.070,-1.767,0.838,-0.652,132661830.317,0.148
norefined,7,-1.599,-7.485,-4.556,-0.401,-0.623,-0.035,-1.799,0.791,-0.621,130465860.127,0.214
norefined,8,-1.113,-7.550,-4.606,-0.393,-0.652,-0.065,-1.770,0.825,-0.678,130414445.801,0.147
norefined,9,-1.598,-7.531,-4.517,-0.389,-0.637,-0.028,-1.802,0.775,-0.644,127976688.476,0.212
norefined,10,-1.112,-7.594,-4.569,-0.380,-0.667,-0.057,-1.774,0.809,-0.699,128566600.738,0.146
refined,11,-1.412,-7.348,-4.705,-0.562,-0.452,-0.263,-1.872,1.002,-0.796,85738364.905,0.192
refined,12,-1.147,-6.395,-2.962,0.238,-0.769,0.294,1.150,0.046,-0.182,81227281.146,0.179
refined,13,-1.312,-7.442,-3.664,0.244,-0.779,0.438,0.077,0.585,-0.370,43988880.819,0.176
refined,14,-1.502,-8.512,-4.230,0.273,-0.944,0.438,0.002,0.631,-0.376,41779125.646,0.176
refined,15,-1.531,-8.681,-4.322,0.274,-0.980,0.379,-0.006,0.587,-0.360,41588395.883,0.176
refined,16,-1.538,-8.713,-4.342,0.273,-0.991,0.359,-0.011,0.572,-0.357,41572606.780,0.176
refined,17,-1.539,-8.721,-4.347,0.272,-0.994,0.353,-0.012,0.567,-0.356,41571491.511,0.176
refined,18,-1.539,-8.722,-4.349,0.272,-0.995,0.352,-0.012,0.566,-0.356,41571415.830,0.177
refined,19,-1.540,-8.723,-4.349,0.272,-0.995,0.351,-0.012,0.566,-0.356,41571410.721,0.177
refined,20,-1.540,-8.723,-4.349,0.272,-0.995,0.351,-0.012,0.566,-0.356,41571410.375,0.177
