stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.347,-7.165,-4.645,-0.574,-0.471,-0.119,-1.913,0.903,-0.576,438952479.820,0.328
norefined,2,-1.895,-7.285,-4.670,-0.560,-0.430,-0.234,-1.913,0.937,-0.699,289124039.389,0.260
norefined,3,-1.423,-7.379,-4.679,-0.558,-0.433,-0.287,-1.886,0.977,-0.814,61061603.665,0.193
norefined,4,-1.004,-7.546,-4.561,-0.417,-0.487,-0.250,-1.810,0.935,-0.839,153687571.373,0.133
norefined,5,-1.491,-7.525,-4.475,-0.422,-0.468,-0.219,-1.846,0.893,-0.812,61637297.219,0.198
norefined,6,-1.005,-7.607,-4.495,-0.387,-0.502,-0.230,-1.807,0.905,-0.863,148022482.525,0.132
norefined,7,-1.492,-7.584,-4.412,-0.394,-0.483,-0.199,-1.842,0.863,-0.835,59682103.891,0.197
norefined,8,-1.005,-7.662,-4.438,-0.361,-0.517,-0.207,-1.805,0.875,-0.883,143447339.601,0.131
norefined,9,-1.493,-7.638,-4.357,-0.368,-0.498,-0.177,-1.841,0.832,-0.855,58081870.571,0.195
norefined,10,-1.005,-7.712,-4.389,-0.338,-0.532,-0.184,-1.804,0.845,-0.899,139696062.164,0.130
refined,11,-1.493,-7.638,-4.357,-0.368,-0.498,-0.177,-1.841,0.832,-0.855,58081870.571,0.195
refined,12,-1.027,-6.685,-2.914,0.284,-0.556,0.145,0.363,0.089,0.060,36364855.914,0.154
refined,13,-1.373,-7.977,-3.908,0.351,-0.611,0.130,0.061,0.328,-0.313,22064077.199,0.172
refined,14,-1.465,-8.462,-4.161,0.355,-0.714,0.166,-0.017,0.368,-0.354,21709822.887,0.173
refined,15,-1.475,-8.531,-4.185,0.362,-0.729,0.167,-0.033,0.373,-0.349,21702688.181,0.173
refined,16,-1.477,-8.546,-4.190,0.364,-0.730,0.168,-0.036,0.375,-0.348,21702510.940,0.173
refined,17,-1.478,-8.549,-4.191,0.364,-0.730,0.168,-0.036,0.376,-0.348,21702504.108,0.173
refined,18,-1.478,-8.549,-4.192,0.365,-0.730,0.168,-0.036,0.376,-0.348,21702503.795,0.173
refined,19,-1.478,-8.549,-4.192,0.365,-0.730,0.168,-0.036,0.376,-0.348,21702503.780,0.173
refined,20,-1.478,-8.549,-4.192,0.365,-0.730,0.168,-0.036,0.376,-0.348,21702503.780,0.173
