stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,91.836,1.765,0.000,0,9,2219852125.192,121840583.980,57
refined,157.007,1.765,0.000,0,9,2219852125.192,72928197.662,57
