stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,85.883,2.023,0.000,0,9,3280811709.958,261701563.520,76
refined,244.580,2.023,0.000,0,9,3280811709.958,96910502.201,76
