stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.137,"[-1.707, -0.568]",0.569,-3.989,0.000
norefined,c,-5.902,"[-8.837, -2.968]",2.935,-4.015,0.000
norefined,s,-2.502,"[-3.89, -1.115]",1.387,-3.600,0.001
norefined,k0,0.395,"[-0.515, 1.306]",0.910,0.867,0.389
norefined,k1,0.380,"[-0.71, 1.471]",1.090,0.696,0.489
norefined,k2,0.274,"[-0.354, 0.903]",0.628,0.871,0.387
norefined,k3,-1.059,"[-2.202, 0.085]",1.143,-1.848,0.069
norefined,k4,-0.936,"[-1.726, -0.146]",0.790,-2.364,0.021
norefined,k5,1.235,"[0.31, 2.159]",0.925,2.665,0.010
refined,tt,-1.224,"[-1.724, -0.724]",0.500,-4.884,0.000
refined,c,-6.685,"[-9.392, -3.979]",2.707,-4.930,0.000
refined,s,-3.391,"[-4.782, -2.0]",1.391,-4.866,0.000
refined,k0,-0.287,"[-1.008, 0.434]",0.721,-0.795,0.429
refined,k1,0.359,"[-0.488, 1.206]",0.847,0.846,0.400
refined,k2,-0.154,"[-0.742, 0.433]",0.588,-0.524,0.602
refined,k3,0.241,"[-0.619, 1.102]",0.861,0.560,0.577
refined,k4,-0.041,"[-0.471, 0.39]",0.431,-0.188,0.851
refined,k5,0.249,"[-0.322, 0.821]",0.572,0.870,0.387
