attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.033,"[-1.436, -0.63]",0.403,-5.114,0.000,67,0.150,96903123.234,0.100,-1.000,-0.033,0,0,fn
c,-6.276,"[-8.713, -3.84]",2.436,-5.142,0.000,67,0.150,96903123.234,0.100,-6.000,-0.276,0,0,fn
s,-3.043,"[-4.236, -1.85]",1.193,-5.090,0.000,67,0.150,96903123.234,0.100,-3.000,-0.043,0,0,fn
k0,0.106,"[-0.519, 0.73]",0.624,0.338,0.737,67,0.150,96903123.234,0.100,0.000,0.106,0,0,fp
k1,-0.355,"[-1.178, 0.469]",0.824,-0.860,0.393,67,0.150,96903123.234,0.100,0.000,-0.355,0,0,fp
k2,-0.155,"[-0.657, 0.347]",0.502,-0.617,0.539,67,0.150,96903123.234,0.100,0.000,-0.155,0,0,fp
k3,-0.377,"[-1.116, 0.361]",0.738,-1.020,0.311,67,0.150,96903123.234,0.100,0.000,-0.377,0,0,fp
k4,-0.157,"[-0.561, 0.248]",0.404,-0.773,0.442,67,0.150,96903123.234,0.100,0.000,-0.157,0,0,fp
k5,0.009,"[-0.497, 0.515]",0.506,0.035,0.972,67,0.150,96903123.234,0.100,0.000,0.009,0,0,fp
vot,0.165,,,,,67,0.150,96903123.234,0.100,0.167,-0.002,0,0,fn
tt,-1.224,"[-1.724, -0.724]",0.500,-4.884,0.000,67,0.200,103076668.878,0.104,-1.000,-0.224,0,0,fn
c,-6.685,"[-9.392, -3.979]",2.707,-4.930,0.000,67,0.200,103076668.878,0.104,-6.000,-0.685,0,0,fn
s,-3.391,"[-4.782, -2.0]",1.391,-4.866,0.000,67,0.200,103076668.878,0.104,-3.000,-0.391,0,0,fn
k0,-0.287,"[-1.008, 0.434]",0.721,-0.795,0.429,67,0.200,103076668.878,0.104,0.000,-0.287,0,0,fp
k1,0.359,"[-0.488, 1.206]",0.847,0.846,0.400,67,0.200,103076668.878,0.104,0.000,0.359,0,0,fp
k2,-0.154,"[-0.742, 0.433]",0.588,-0.524,0.602,67,0.200,103076668.878,0.104,0.000,-0.154,0,0,fp
k3,0.241,"[-0.619, 1.102]",0.861,0.560,0.577,67,0.200,103076668.878,0.104,0.000,0.241,0,0,fp
k4,-0.041,"[-0.471, 0.39]",0.431,-0.188,0.851,67,0.200,103076668.878,0.104,0.000,-0.041,0,0,fp
k5,0.249,"[-0.322, 0.821]",0.572,0.870,0.387,67,0.200,103076668.878,0.104,0.000,0.249,0,0,fp
vot,0.183,,,,,67,0.200,103076668.878,0.104,0.167,0.016,0,0,fn
tt,-0.889,"[-1.244, -0.534]",0.355,-4.999,0.000,67,0.250,106006097.037,0.106,-1.000,0.111,0,0,fn
c,-5.468,"[-7.676, -3.26]",2.208,-4.943,0.000,67,0.250,106006097.037,0.106,-6.000,0.532,0,0,fn
s,-2.537,"[-3.554, -1.519]",1.018,-4.976,0.000,67,0.250,106006097.037,0.106,-3.000,0.463,0,0,fn
k0,-0.225,"[-0.848, 0.398]",0.623,-0.722,0.473,67,0.250,106006097.037,0.106,0.000,-0.225,0,0,fp
k1,0.232,"[-0.534, 0.999]",0.766,0.605,0.547,67,0.250,106006097.037,0.106,0.000,0.232,0,0,fp
k2,-0.160,"[-0.654, 0.333]",0.494,-0.648,0.519,67,0.250,106006097.037,0.106,0.000,-0.160,0,0,fp
k3,0.091,"[-0.655, 0.838]",0.746,0.245,0.808,67,0.250,106006097.037,0.106,0.000,0.091,0,0,fp
k4,-0.330,"[-0.727, 0.068]",0.397,-1.657,0.102,67,0.250,106006097.037,0.106,0.000,-0.330,0,0,fp
k5,-0.168,"[-0.674, 0.337]",0.505,-0.665,0.508,67,0.250,106006097.037,0.106,0.000,-0.168,0,0,fp
vot,0.163,,,,,67,0.250,106006097.037,0.106,0.167,-0.004,0,0,fn
