attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.682,"[-1.018, -0.347]",0.336,-3.390,0.001,11.349,ngd,14,351830095.989,0.193,-1.000,0.318,0,0,fn
c,-5.120,"[-7.473, -2.767]",2.353,-3.630,0.001,11.349,ngd,14,351830095.989,0.193,-6.000,0.880,0,0,fn
s,-1.863,"[-2.848, -0.879]",0.985,-3.156,0.002,11.349,ngd,14,351830095.989,0.193,-3.000,1.137,0,0,fn
k0,-0.533,"[-1.41, 0.345]",0.878,-1.012,0.315,11.349,ngd,14,351830095.989,0.193,0.000,-0.533,0,0,fp
k1,-0.337,"[-0.991, 0.317]",0.654,-0.860,0.393,11.349,ngd,14,351830095.989,0.193,0.000,-0.337,0,0,fp
k2,-2.033,"[-3.125, -0.941]",1.092,-3.106,0.003,11.349,ngd,14,351830095.989,0.193,0.000,-2.033,0,1,fp
k3,-0.481,"[-1.688, 0.727]",1.207,-0.664,0.509,11.349,ngd,14,351830095.989,0.193,0.000,-0.481,0,0,fp
k4,-1.178,"[-2.081, -0.274]",0.903,-2.174,0.033,11.349,ngd,14,351830095.989,0.193,0.000,-1.178,0,1,fp
k5,0.882,"[0.263, 1.5]",0.618,2.379,0.020,11.349,ngd,14,351830095.989,0.193,0.000,0.882,0,1,fp
vot,0.133,,,,,11.349,ngd,14,351830095.989,0.193,0.167,-0.033,0,0,fn
tt,-0.757,"[-0.978, -0.536]",0.221,-5.720,0.000,10.562,lm,14,158120229.182,0.129,-1.000,0.243,0,0,fn
c,-4.736,"[-6.064, -3.409]",1.327,-5.952,0.000,10.562,lm,14,158120229.182,0.129,-6.000,1.264,0,0,fn
s,-2.298,"[-3.029, -1.567]",0.731,-5.246,0.000,10.562,lm,14,158120229.182,0.129,-3.000,0.702,0,0,fn
k0,0.011,"[-0.416, 0.438]",0.427,0.043,0.966,10.562,lm,14,158120229.182,0.129,0.000,0.011,0,0,fp
k1,0.097,"[-0.255, 0.449]",0.352,0.460,0.647,10.562,lm,14,158120229.182,0.129,0.000,0.097,0,0,fp
k2,-0.125,"[-0.598, 0.349]",0.474,-0.439,0.662,10.562,lm,14,158120229.182,0.129,0.000,-0.125,0,0,fp
k3,0.047,"[-0.482, 0.577]",0.529,0.149,0.882,10.562,lm,14,158120229.182,0.129,0.000,0.047,0,0,fp
k4,0.004,"[-0.361, 0.37]",0.366,0.020,0.984,10.562,lm,14,158120229.182,0.129,0.000,0.004,0,0,fp
k5,0.128,"[-0.171, 0.427]",0.299,0.714,0.478,10.562,lm,14,158120229.182,0.129,0.000,0.128,0,0,fp
vot,0.160,,,,,10.562,lm,14,158120229.182,0.129,0.167,-0.007,0,0,fn
tt,-0.757,"[-0.978, -0.537]",0.221,-5.721,0.000,22.060,ngd+lm,14,158120217.704,0.129,-1.000,0.243,0,0,fn
c,-4.737,"[-6.065, -3.41]",1.327,-5.952,0.000,22.060,ngd+lm,14,158120217.704,0.129,-6.000,1.263,0,0,fn
s,-2.298,"[-3.029, -1.568]",0.731,-5.246,0.000,22.060,ngd+lm,14,158120217.704,0.129,-3.000,0.702,0,0,fn
k0,0.011,"[-0.416, 0.438]",0.427,0.043,0.966,22.060,ngd+lm,14,158120217.704,0.129,0.000,0.011,0,0,fp
k1,0.097,"[-0.255, 0.449]",0.352,0.461,0.647,22.060,ngd+lm,14,158120217.704,0.129,0.000,0.097,0,0,fp
k2,-0.124,"[-0.598, 0.349]",0.474,-0.438,0.663,22.060,ngd+lm,14,158120217.704,0.129,0.000,-0.124,0,0,fp
k3,0.047,"[-0.482, 0.577]",0.529,0.149,0.882,22.060,ngd+lm,14,158120217.704,0.129,0.000,0.047,0,0,fp
k4,0.005,"[-0.361, 0.371]",0.366,0.021,0.983,22.060,ngd+lm,14,158120217.704,0.129,0.000,0.005,0,0,fp
k5,0.128,"[-0.171, 0.427]",0.299,0.714,0.478,22.060,ngd+lm,14,158120217.704,0.129,0.000,0.128,0,0,fp
vot,0.160,,,,,22.060,ngd+lm,14,158120217.704,0.129,0.167,-0.007,0,0,fn
