stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,20.229,1.857,0.000,38,0,9,1511332033.874,207659704.890
refined,20.229,1.857,0.000,38,0,9,1511332033.874,207659704.890
