stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.297,-4.829,-3.693,1.023,-0.774,0.274,1.692,0.676,-1.720,507822905.766,0.269
norefined,2,-0.859,-4.999,-3.685,0.901,-0.758,0.220,1.643,0.607,-1.657,400608500.314,0.172
norefined,3,-1.163,-5.206,-3.396,0.798,-0.690,0.218,1.551,0.570,-1.573,385267238.534,0.223
norefined,4,-0.706,-5.343,-3.380,0.695,-0.642,0.194,1.506,0.524,-1.507,353119925.926,0.132
norefined,5,-1.177,-5.384,-3.230,0.681,-0.637,0.222,1.461,0.535,-1.477,354446344.644,0.219
norefined,6,-0.709,-5.498,-3.240,0.590,-0.587,0.207,1.418,0.491,-1.418,311979729.611,0.129
norefined,7,-1.186,-5.522,-3.107,0.579,-0.583,0.237,1.371,0.502,-1.390,330980712.066,0.215
norefined,8,-0.714,-5.621,-3.131,0.495,-0.530,0.227,1.326,0.459,-1.336,281036312.629,0.127
norefined,9,-1.196,-5.632,-3.013,0.487,-0.528,0.258,1.278,0.469,-1.310,311898367.072,0.212
norefined,10,-0.722,-5.722,-3.045,0.408,-0.472,0.251,1.231,0.425,-1.259,255947763.828,0.126
refined,11,-0.722,-5.722,-3.045,0.408,-0.472,0.251,1.231,0.425,-1.259,255947763.828,0.126
refined,12,-0.619,-2.570,-1.034,-0.516,0.412,0.305,-0.501,-0.810,0.805,312030093.295,0.241
refined,13,-0.443,-2.757,-1.233,-0.012,0.016,0.323,0.244,0.001,-0.353,124350358.766,0.161
refined,14,-0.631,-3.692,-1.688,-0.092,0.061,0.339,0.162,-0.162,-0.164,97963876.829,0.171
refined,15,-0.790,-4.515,-2.114,-0.160,0.112,0.286,0.152,-0.243,-0.063,92693982.556,0.175
refined,16,-0.849,-4.831,-2.274,-0.206,0.122,0.254,0.142,-0.260,-0.035,92170359.713,0.176
refined,17,-0.858,-4.880,-2.297,-0.225,0.122,0.248,0.137,-0.261,-0.037,92141419.188,0.176
refined,18,-0.861,-4.893,-2.304,-0.228,0.123,0.247,0.136,-0.261,-0.037,92140146.768,0.176
refined,19,-0.861,-4.895,-2.304,-0.229,0.123,0.247,0.136,-0.261,-0.037,92140092.437,0.176
refined,20,-0.861,-4.895,-2.305,-0.230,0.123,0.247,0.136,-0.261,-0.037,92140090.097,0.176
