stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.071,"[-1.688, -0.454]",0.617,-3.464,0.001
norefined,c,-5.699,"[-8.99, -2.408]",3.291,-3.456,0.001
norefined,s,-2.946,"[-4.797, -1.095]",1.851,-3.177,0.002
norefined,k0,0.398,"[-0.65, 1.447]",1.049,0.758,0.451
norefined,k1,-0.361,"[-1.417, 0.696]",1.056,-0.682,0.498
norefined,k2,0.130,"[-0.847, 1.107]",0.977,0.266,0.791
norefined,k3,1.092,"[-0.111, 2.296]",1.204,1.811,0.075
norefined,k4,0.730,"[-0.367, 1.827]",1.097,1.329,0.188
norefined,k5,-1.432,"[-2.854, -0.011]",1.422,-2.011,0.048
refined,tt,-1.008,"[-1.424, -0.593]",0.415,-4.846,0.000
refined,c,-6.577,"[-9.183, -3.97]",2.607,-5.036,0.000
refined,s,-2.941,"[-4.238, -1.644]",1.297,-4.526,0.000
refined,k0,-0.266,"[-1.038, 0.507]",0.773,-0.686,0.495
refined,k1,-0.242,"[-0.759, 0.275]",0.517,-0.933,0.354
refined,k2,-0.137,"[-0.658, 0.384]",0.521,-0.526,0.601
refined,k3,-0.309,"[-1.007, 0.388]",0.698,-0.884,0.380
refined,k4,0.244,"[-0.316, 0.804]",0.560,0.870,0.387
refined,k5,-0.286,"[-1.021, 0.45]",0.735,-0.775,0.441
