stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,73.671,2.023,0.000,76,0,9,2975103782.658,273044307.873
refined,224.616,2.023,0.000,76,0,9,2975103782.658,95440568.626
