stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,57.022,2.023,0.000,76,0,9,3926613940.827,453438932.531
refined,159.953,2.023,0.000,76,0,9,3926613940.827,174623351.684
