stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,3.007,2.023,0.005,76,0,9,1894713444.826,1349566565.463
refined,3.007,2.023,0.005,76,0,9,1894713444.826,1349566565.463
