stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.438,"[-2.515, -0.361]",1.077,-2.664,0.010
norefined,c,-5.213,"[-9.194, -1.232]",3.981,-2.614,0.011
norefined,s,-2.673,"[-5.098, -0.247]",2.425,-2.199,0.031
norefined,k0,-0.822,"[-2.146, 0.502]",1.324,-1.239,0.220
norefined,k1,-1.083,"[-2.457, 0.292]",1.374,-1.572,0.121
norefined,k2,-0.286,"[-1.497, 0.924]",1.211,-0.472,0.639
norefined,k3,-0.207,"[-1.435, 1.022]",1.228,-0.336,0.738
norefined,k4,0.248,"[-0.975, 1.471]",1.223,0.405,0.687
norefined,k5,-1.091,"[-2.619, 0.436]",1.527,-1.426,0.159
refined,tt,-1.156,"[-1.623, -0.689]",0.467,-4.941,0.000
refined,c,-6.675,"[-9.255, -4.094]",2.580,-5.163,0.000
refined,s,-3.509,"[-4.968, -2.049]",1.460,-4.799,0.000
refined,k0,-0.264,"[-0.894, 0.367]",0.631,-0.835,0.407
refined,k1,0.066,"[-0.486, 0.619]",0.553,0.240,0.811
refined,k2,0.122,"[-0.415, 0.658]",0.537,0.452,0.653
refined,k3,0.585,"[0.076, 1.093]",0.508,2.296,0.025
refined,k4,0.175,"[-0.453, 0.803]",0.628,0.557,0.579
refined,k5,0.182,"[-0.487, 0.85]",0.668,0.543,0.589
