stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,43.394,2.023,0.000,76,0,9,3135903273.851,459200727.576
refined,164.322,2.023,0.000,76,0,9,3135903273.851,135911686.977
