attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.826,"[-1.295, -0.358]",0.469,-2.938,0.004,4.224,ngd,14,426580379.972,0.209,-1.000,0.174,0,0,fn
c,-7.323,"[-10.783, -3.864]",3.459,-3.527,0.001,4.224,ngd,14,426580379.972,0.209,-6.000,-1.323,0,0,fn
s,-2.637,"[-4.234, -1.041]",1.597,-2.752,0.007,4.224,ngd,14,426580379.972,0.209,-3.000,0.363,0,0,fn
vot,0.113,,,,,4.224,ngd,14,426580379.972,0.209,0.167,-0.054,0,0,fn
tt,-1.352,"[-2.158, -0.546]",0.806,-2.795,0.007,4.457,lm,14,763398397.633,0.280,-1.000,-0.352,0,0,fn
c,-7.617,"[-12.051, -3.183]",4.434,-2.862,0.005,4.457,lm,14,763398397.633,0.280,-6.000,-1.617,0,0,fn
s,-1.434,"[-2.544, -0.324]",1.110,-2.153,0.035,4.457,lm,14,763398397.633,0.280,-3.000,1.566,0,0,fn
vot,0.177,,,,,4.457,lm,14,763398397.633,0.280,0.167,0.011,0,0,fn
tt,-0.906,"[-1.173, -0.639]",0.267,-5.658,0.000,8.805,ngd+lm,14,177797531.711,0.135,-1.000,0.094,0,0,fn
c,-5.346,"[-6.838, -3.854]",1.492,-5.970,0.000,8.805,ngd+lm,14,177797531.711,0.135,-6.000,0.654,0,0,fn
s,-2.839,"[-3.722, -1.957]",0.882,-5.361,0.000,8.805,ngd+lm,14,177797531.711,0.135,-3.000,0.161,0,0,fn
vot,0.169,,,,,8.805,ngd+lm,14,177797531.711,0.135,0.167,0.003,0,0,fn
