stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.378,"[-2.334, -0.422]",0.956,-2.404,0.019
norefined,c,-7.804,"[-13.434, -2.175]",5.630,-2.312,0.024
norefined,s,-3.238,"[-5.727, -0.75]",2.488,-2.170,0.034
norefined,k0,-0.104,"[-1.411, 1.204]",1.307,-0.132,0.895
norefined,k1,0.025,"[-1.409, 1.458]",1.434,0.029,0.977
norefined,k2,-1.092,"[-2.665, 0.481]",1.573,-1.158,0.251
norefined,k3,-1.952,"[-4.094, 0.189]",2.141,-1.521,0.133
norefined,k4,-0.446,"[-1.639, 0.746]",1.193,-0.624,0.535
norefined,k5,0.835,"[-0.478, 2.148]",1.313,1.061,0.293
refined,tt,-0.960,"[-1.523, -0.396]",0.564,-2.839,0.006
refined,c,-6.823,"[-10.995, -2.651]",4.172,-2.728,0.008
refined,s,-2.462,"[-3.931, -0.993]",1.469,-2.796,0.007
refined,k0,-1.213,"[-2.453, 0.027]",1.240,-1.632,0.107
refined,k1,0.248,"[-0.987, 1.482]",1.234,0.335,0.739
refined,k2,-0.580,"[-1.479, 0.319]",0.899,-1.076,0.286
refined,k3,-0.406,"[-1.794, 0.982]",1.388,-0.488,0.627
refined,k4,0.629,"[-0.078, 1.336]",0.707,1.483,0.143
refined,k5,-0.775,"[-1.73, 0.181]",0.956,-1.352,0.181
