attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.982,"[-1.292, -0.672]",0.310,-5.281,0.000,20,0.150,144819369.839,0.124,-1.000,0.018,0,0,fn
c,-5.649,"[-7.412, -3.885]",1.763,-5.343,0.000,20,0.150,144819369.839,0.124,-6.000,0.351,0,0,fn
s,-2.932,"[-3.819, -2.046]",0.887,-5.515,0.000,20,0.150,144819369.839,0.124,-3.000,0.068,0,0,fn
k0,0.020,"[-0.424, 0.465]",0.445,0.076,0.939,20,0.150,144819369.839,0.124,0.000,0.020,0,0,fp
k1,-0.041,"[-0.574, 0.493]",0.533,-0.128,0.898,20,0.150,144819369.839,0.124,0.000,-0.041,0,0,fp
k2,0.104,"[-0.268, 0.476]",0.372,0.465,0.643,20,0.150,144819369.839,0.124,0.000,0.104,0,0,fp
k3,0.510,"[-0.195, 1.216]",0.705,1.207,0.232,20,0.150,144819369.839,0.124,0.000,0.510,0,0,fp
k4,-0.043,"[-0.415, 0.328]",0.371,-0.195,0.846,20,0.150,144819369.839,0.124,0.000,-0.043,0,0,fp
k5,-0.645,"[-1.131, -0.158]",0.487,-2.210,0.031,20,0.150,144819369.839,0.124,0.000,-0.645,0,1,fp
vot,0.174,,,,,20,0.150,144819369.839,0.124,0.167,0.007,0,0,fn
tt,-1.027,"[-1.57, -0.483]",0.544,-3.149,0.002,20,0.200,265737611.428,0.165,-1.000,-0.027,0,0,fn
c,-6.026,"[-9.157, -2.896]",3.130,-3.211,0.002,20,0.200,265737611.428,0.165,-6.000,-0.026,0,0,fn
s,-2.971,"[-4.527, -1.415]",1.556,-3.185,0.002,20,0.200,265737611.428,0.165,-3.000,0.029,0,0,fn
k0,0.638,"[-0.133, 1.409]",0.771,1.380,0.172,20,0.200,265737611.428,0.165,0.000,0.638,0,0,fp
k1,0.370,"[-0.334, 1.073]",0.704,0.876,0.384,20,0.200,265737611.428,0.165,0.000,0.370,0,0,fp
k2,-0.211,"[-0.712, 0.291]",0.501,-0.701,0.486,20,0.200,265737611.428,0.165,0.000,-0.211,0,0,fp
k3,-0.477,"[-1.485, 0.531]",1.008,-0.789,0.433,20,0.200,265737611.428,0.165,0.000,-0.477,0,0,fp
k4,-0.174,"[-0.713, 0.366]",0.539,-0.537,0.593,20,0.200,265737611.428,0.165,0.000,-0.174,0,0,fp
k5,-0.339,"[-0.948, 0.269]",0.609,-0.930,0.356,20,0.200,265737611.428,0.165,0.000,-0.339,0,0,fp
vot,0.170,,,,,20,0.200,265737611.428,0.165,0.167,0.004,0,0,fn
tt,-0.960,"[-1.523, -0.396]",0.564,-2.839,0.006,20,0.250,464834214.515,0.226,-1.000,0.040,0,0,fn
c,-6.823,"[-10.995, -2.651]",4.172,-2.728,0.008,20,0.250,464834214.515,0.226,-6.000,-0.823,0,0,fn
s,-2.462,"[-3.931, -0.993]",1.469,-2.796,0.007,20,0.250,464834214.515,0.226,-3.000,0.538,0,0,fn
k0,-1.213,"[-2.453, 0.027]",1.240,-1.632,0.107,20,0.250,464834214.515,0.226,0.000,-1.213,0,0,fp
k1,0.248,"[-0.987, 1.482]",1.234,0.335,0.739,20,0.250,464834214.515,0.226,0.000,0.248,0,0,fp
k2,-0.580,"[-1.479, 0.319]",0.899,-1.076,0.286,20,0.250,464834214.515,0.226,0.000,-0.580,0,0,fp
k3,-0.406,"[-1.794, 0.982]",1.388,-0.488,0.627,20,0.250,464834214.515,0.226,0.000,-0.406,0,0,fp
k4,0.629,"[-0.078, 1.336]",0.707,1.483,0.143,20,0.250,464834214.515,0.226,0.000,0.629,0,0,fp
k5,-0.775,"[-1.73, 0.181]",0.956,-1.352,0.181,20,0.250,464834214.515,0.226,0.000,-0.775,0,0,fp
vot,0.141,,,,,20,0.250,464834214.515,0.226,0.167,-0.026,0,0,fn
