attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.627,"[-2.771, -0.484]",1.144,-2.579,0.027,45,0.250,16412619.295,0.090,-1.000,-0.627,0,0,fn
c,-8.379,"[-14.776, -1.982]",6.397,-2.374,0.039,45,0.250,16412619.295,0.090,-6.000,-2.379,0,0,fn
s,-3.647,"[-6.515, -0.778]",2.869,-2.304,0.044,45,0.250,16412619.295,0.090,-3.000,-0.647,0,0,fn
k0,0.710,"[-0.609, 2.029]",1.319,0.975,0.352,45,0.250,16412619.295,0.090,0.000,0.710,0,0,fp
k1,0.400,"[-1.04, 1.84]",1.440,0.504,0.625,45,0.250,16412619.295,0.090,0.000,0.400,0,0,fp
k2,-0.476,"[-2.209, 1.256]",1.732,-0.498,0.629,45,0.250,16412619.295,0.090,0.000,-0.476,0,0,fp
k3,0.656,"[-0.408, 1.721]",1.064,1.118,0.290,45,0.250,16412619.295,0.090,0.000,0.656,0,0,fp
k4,0.462,"[-1.175, 2.1]",1.637,0.512,0.620,45,0.250,16412619.295,0.090,0.000,0.462,0,0,fp
k5,0.631,"[-1.134, 2.397]",1.766,0.648,0.532,45,0.250,16412619.295,0.090,0.000,0.631,0,0,fp
vot,0.194,,,,,45,0.250,16412619.295,0.090,0.167,0.028,0,0,fn
tt,-1.908,"[-2.895, -0.921]",0.987,-3.285,0.003,45,0.500,22386280.050,0.064,-1.000,-0.908,0,0,fn
c,-13.471,"[-19.909, -7.032]",6.438,-3.555,0.001,45,0.500,22386280.050,0.064,-6.000,-7.471,0,0,fn
s,-6.014,"[-8.801, -3.227]",2.787,-3.666,0.001,45,0.500,22386280.050,0.064,-3.000,-3.014,0,0,fn
k0,1.058,"[0.265, 1.852]",0.793,2.267,0.031,45,0.500,22386280.050,0.064,0.000,1.058,0,1,fp
k1,-0.441,"[-1.365, 0.484]",0.924,-0.810,0.425,45,0.500,22386280.050,0.064,0.000,-0.441,0,0,fp
k2,0.782,"[-0.816, 2.38]",1.598,0.831,0.413,45,0.500,22386280.050,0.064,0.000,0.782,0,0,fp
k3,-0.223,"[-0.783, 0.336]",0.559,-0.679,0.503,45,0.500,22386280.050,0.064,0.000,-0.223,0,0,fp
k4,-0.323,"[-1.041, 0.395]",0.718,-0.765,0.451,45,0.500,22386280.050,0.064,0.000,-0.323,0,0,fp
k5,0.863,"[-0.129, 1.855]",0.992,1.478,0.150,45,0.500,22386280.050,0.064,0.000,0.863,0,0,fp
vot,0.142,,,,,45,0.500,22386280.050,0.064,0.167,-0.025,0,0,fn
tt,-1.478,"[-2.047, -0.909]",0.569,-4.355,0.000,45,0.750,64297228.246,0.093,-1.000,-0.478,0,0,fn
c,-9.550,"[-13.321, -5.779]",3.771,-4.248,0.000,45,0.750,64297228.246,0.093,-6.000,-3.550,0,0,fn
s,-4.610,"[-6.48, -2.739]",1.870,-4.134,0.000,45,0.750,64297228.246,0.093,-3.000,-1.610,0,0,fn
k0,0.640,"[0.032, 1.247]",0.607,1.767,0.084,45,0.750,64297228.246,0.093,0.000,0.640,0,1,fp
k1,-0.027,"[-0.722, 0.667]",0.695,-0.066,0.948,45,0.750,64297228.246,0.093,0.000,-0.027,0,0,fp
k2,-0.164,"[-0.955, 0.628]",0.791,-0.347,0.730,45,0.750,64297228.246,0.093,0.000,-0.164,0,0,fp
k3,0.192,"[-0.193, 0.576]",0.384,0.835,0.408,45,0.750,64297228.246,0.093,0.000,0.192,0,0,fp
k4,0.105,"[-0.482, 0.692]",0.587,0.299,0.766,45,0.750,64297228.246,0.093,0.000,0.105,0,0,fp
k5,0.237,"[-0.575, 1.049]",0.812,0.489,0.627,45,0.750,64297228.246,0.093,0.000,0.237,0,0,fp
vot,0.155,,,,,45,0.750,64297228.246,0.093,0.167,-0.012,0,0,fn
