stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.233,"[-2.145, -0.322]",0.911,-2.300,0.029
norefined,c,-6.336,"[-11.626, -1.047]",5.289,-2.035,0.051
norefined,s,-3.202,"[-5.838, -0.566]",2.636,-2.064,0.048
norefined,k0,1.464,"[-0.307, 3.236]",1.772,1.404,0.171
norefined,k1,0.497,"[-1.215, 2.21]",1.712,0.494,0.625
norefined,k2,-1.762,"[-3.432, -0.091]",1.670,-1.792,0.084
norefined,k3,-0.489,"[-1.654, 0.676]",1.165,-0.713,0.482
norefined,k4,-0.847,"[-2.693, 0.999]",1.846,-0.780,0.442
norefined,k5,0.944,"[-0.312, 2.2]",1.256,1.277,0.212
refined,tt,-1.908,"[-2.895, -0.921]",0.987,-3.285,0.003
refined,c,-13.471,"[-19.909, -7.032]",6.438,-3.555,0.001
refined,s,-6.014,"[-8.801, -3.227]",2.787,-3.666,0.001
refined,k0,1.058,"[0.265, 1.852]",0.793,2.267,0.031
refined,k1,-0.441,"[-1.365, 0.484]",0.924,-0.810,0.425
refined,k2,0.782,"[-0.816, 2.38]",1.598,0.831,0.413
refined,k3,-0.223,"[-0.783, 0.336]",0.559,-0.679,0.503
refined,k4,-0.323,"[-1.041, 0.395]",0.718,-0.765,0.451
refined,k5,0.863,"[-0.129, 1.855]",0.992,1.478,0.150
