stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,66.661,1.727,0.000,76,0,9,2912672402.562,292598248.981
refined,95.116,1.727,0.000,76,0,9,2912672402.562,211418588.083
