stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.981,"[-1.649, -0.312]",0.669,-2.447,0.017
norefined,c,-7.007,"[-12.4, -1.613]",5.394,-2.167,0.034
norefined,s,-2.977,"[-4.975, -0.978]",1.999,-2.484,0.015
norefined,k0,-0.626,"[-2.222, 0.97]",1.596,-0.654,0.515
norefined,k1,0.160,"[-1.072, 1.391]",1.232,0.216,0.830
norefined,k2,-1.505,"[-2.711, -0.299]",1.206,-2.082,0.041
norefined,k3,0.669,"[-0.99, 2.329]",1.659,0.673,0.503
norefined,k4,0.951,"[-0.614, 2.516]",1.565,1.013,0.315
norefined,k5,0.443,"[-0.824, 1.709]",1.267,0.583,0.562
refined,tt,-1.059,"[-1.65, -0.468]",0.591,-2.989,0.004
refined,c,-4.370,"[-6.995, -1.744]",2.625,-2.776,0.007
refined,s,-2.730,"[-4.247, -1.213]",1.517,-3.002,0.004
refined,k0,-0.317,"[-1.247, 0.612]",0.929,-0.570,0.571
refined,k1,-0.499,"[-1.432, 0.434]",0.933,-0.892,0.375
refined,k2,0.429,"[-0.311, 1.168]",0.739,0.967,0.337
refined,k3,-1.856,"[-3.164, -0.548]",1.308,-2.366,0.021
refined,k4,-0.489,"[-1.638, 0.66]",1.149,-0.710,0.480
refined,k5,0.586,"[-0.533, 1.705]",1.119,0.873,0.386
