stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,58.835,1.727,0.000,76,0,9,3088489417.982,346894891.069
refined,129.351,1.727,0.000,76,0,9,3088489417.982,168076169.122
