stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.914,-5.796,-3.471,-0.658,1.474,-1.356,-0.378,-1.740,-0.213,2056650207.251,0.503
norefined,2,-2.459,-5.906,-3.582,-0.702,1.467,-1.457,-0.442,-1.713,-0.177,1512481963.544,0.416
norefined,3,-1.999,-6.018,-3.653,-0.766,1.476,-1.550,-0.502,-1.668,-0.136,1116086403.057,0.332
norefined,4,-1.546,-6.175,-3.620,-0.801,1.482,-1.592,-0.531,-1.554,-0.081,805790931.429,0.250
norefined,5,-1.121,-6.341,-3.523,-0.810,1.477,-1.587,-0.511,-1.403,0.010,439026658.163,0.177
norefined,6,-0.726,-6.533,-3.385,-0.789,1.427,-1.545,-0.463,-1.250,0.102,437073593.095,0.111
norefined,7,-1.210,-6.518,-3.349,-0.750,1.331,-1.500,-0.434,-1.276,0.077,386314021.053,0.186
norefined,8,-0.788,-6.691,-3.234,-0.718,1.293,-1.461,-0.390,-1.145,0.154,392673656.142,0.118
norefined,9,-1.269,-6.660,-3.210,-0.677,1.194,-1.404,-0.370,-1.168,0.115,346894891.068,0.191
norefined,10,-0.830,-6.816,-3.117,-0.639,1.165,-1.369,-0.329,-1.052,0.185,360068992.865,0.122
refined,11,-1.269,-6.660,-3.210,-0.677,1.194,-1.404,-0.370,-1.168,0.115,346894891.068,0.191
refined,12,-0.025,-1.303,-0.752,0.281,-0.568,0.891,0.295,1.234,-0.803,3146075271.606,0.019
refined,13,-0.193,-1.233,-0.492,-0.210,0.097,-0.141,-0.073,-0.095,0.179,428783378.089,0.156
refined,14,-0.335,-2.249,-0.943,-0.210,0.187,-0.228,-0.037,-0.006,0.096,233219433.473,0.149
refined,15,-0.531,-3.442,-1.465,-0.183,0.274,-0.369,-0.043,-0.001,0.042,184764548.418,0.154
refined,16,-0.716,-4.554,-1.983,-0.094,0.305,-0.467,-0.030,0.009,-0.034,171367619.237,0.157
refined,17,-0.821,-5.181,-2.290,-0.053,0.299,-0.470,-0.003,0.014,-0.054,168665150.346,0.158
refined,18,-0.872,-5.474,-2.435,-0.034,0.293,-0.467,-0.000,0.014,-0.047,168174882.520,0.159
refined,19,-0.895,-5.603,-2.499,-0.025,0.291,-0.466,-0.000,0.015,-0.043,168090044.334,0.160
refined,20,-0.904,-5.656,-2.525,-0.021,0.289,-0.466,-0.001,0.015,-0.040,168076169.122,0.160
