stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.914,-5.796,-3.471,-0.658,1.474,-1.356,-0.378,-1.740,-0.213,2248891968.613,0.503
norefined,2,-2.463,-5.891,-3.604,-0.713,1.479,-1.448,-0.439,-1.707,-0.153,1703526088.707,0.418
norefined,3,-2.008,-5.987,-3.698,-0.793,1.500,-1.532,-0.498,-1.656,-0.087,1306927812.294,0.335
norefined,4,-1.557,-6.124,-3.700,-0.852,1.513,-1.563,-0.535,-1.532,-0.004,990817100.763,0.254
norefined,5,-1.137,-6.278,-3.637,-0.878,1.508,-1.545,-0.523,-1.359,0.117,664497747.306,0.181
norefined,6,-0.799,-6.467,-3.539,-0.864,1.422,-1.457,-0.486,-1.151,0.292,663730233.681,0.124
norefined,7,-1.276,-6.443,-3.547,-0.831,1.298,-1.381,-0.478,-1.154,0.306,602888226.622,0.198
norefined,8,-0.858,-6.599,-3.483,-0.806,1.244,-1.325,-0.441,-1.000,0.432,607969948.196,0.130
norefined,9,-1.334,-6.563,-3.494,-0.772,1.119,-1.251,-0.433,-1.010,0.429,558876714.616,0.203
norefined,10,-0.896,-6.703,-3.451,-0.738,1.075,-1.201,-0.395,-0.876,0.539,568833610.707,0.134
refined,11,-1.334,-6.563,-3.494,-0.772,1.119,-1.251,-0.433,-1.010,0.429,558876714.616,0.203
refined,12,-0.373,-2.435,-2.169,0.425,-1.135,1.014,-0.368,1.226,0.333,1446082115.150,0.153
refined,13,-0.345,-2.084,-1.084,-0.495,0.074,0.229,-0.100,-0.388,0.394,522689072.537,0.165
refined,14,-0.633,-3.713,-2.104,-0.539,-0.003,0.336,-0.282,-0.160,0.534,393434102.586,0.170
refined,15,-1.007,-5.529,-3.271,-0.298,-0.100,0.325,-0.526,0.122,0.667,369024173.753,0.182
refined,16,-1.178,-6.365,-3.807,-0.176,-0.148,0.300,-0.562,0.264,0.706,367465767.828,0.185
refined,17,-1.138,-6.170,-3.676,-0.200,-0.127,0.261,-0.506,0.242,0.669,367395062.197,0.184
refined,18,-1.167,-6.320,-3.769,-0.191,-0.139,0.270,-0.525,0.256,0.683,367379827.097,0.185
refined,19,-1.156,-6.267,-3.734,-0.195,-0.134,0.263,-0.514,0.249,0.675,367377136.537,0.185
refined,20,-1.163,-6.300,-3.754,-0.193,-0.137,0.265,-0.518,0.253,0.679,367376522.675,0.185
