stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.087,"[-2.536, 0.362]",1.449,-1.274,0.213
norefined,c,-6.484,"[-13.556, 0.587]",7.072,-1.558,0.130
norefined,s,-2.864,"[-6.533, 0.805]",3.669,-1.326,0.195
norefined,k0,-0.240,"[-1.928, 1.448]",1.688,-0.242,0.811
norefined,k1,0.560,"[-0.39, 1.51]",0.950,1.001,0.325
norefined,k2,-0.864,"[-3.243, 1.515]",2.379,-0.617,0.542
norefined,k3,-0.596,"[-2.191, 0.998]",1.595,-0.635,0.530
norefined,k4,-0.311,"[-1.675, 1.053]",1.364,-0.387,0.701
norefined,k5,1.212,"[-1.427, 3.85]",2.638,0.780,0.442
refined,tt,-0.939,"[-1.487, -0.391]",0.548,-2.911,0.007
refined,c,-5.177,"[-7.797, -2.558]",2.620,-3.358,0.002
refined,s,-2.841,"[-4.228, -1.455]",1.387,-3.481,0.002
refined,k0,0.379,"[-0.422, 1.179]",0.801,0.803,0.428
refined,k1,-0.142,"[-0.564, 0.281]",0.423,-0.569,0.574
refined,k2,0.252,"[-0.615, 1.119]",0.867,0.494,0.625
refined,k3,-0.319,"[-1.103, 0.464]",0.784,-0.693,0.494
refined,k4,-0.435,"[-1.111, 0.241]",0.676,-1.092,0.284
refined,k5,0.298,"[-0.639, 1.234]",0.937,0.540,0.593
