stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,71.656,1.765,0.000,57,0,9,2442115146.245,169173243.706
refined,202.811,1.765,0.000,57,0,9,2442115146.245,62574954.959
