stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,14.144,2.347,0.000,19,0,9,1097422241.285,79930165.367
refined,67.194,2.347,0.000,19,0,9,1097422241.285,17851716.665
