stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,94.355,1.727,0.000,76,0,9,3511485623.014,256790286.859
refined,117.815,1.727,0.000,76,0,9,3511485623.014,208694899.004
