stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,44.529,1.727,0.000,76,0,9,3833133645.696,549045062.621
refined,48.451,1.727,0.000,76,0,9,3833133645.696,510519100.894
