stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.957,"[-1.644, -0.27]",0.687,-2.780,0.007
norefined,c,-4.904,"[-8.898, -0.91]",3.994,-2.451,0.017
norefined,s,-4.172,"[-6.934, -1.409]",2.762,-3.014,0.004
norefined,k0,-1.193,"[-3.073, 0.687]",1.880,-1.267,0.210
norefined,k1,-0.166,"[-1.435, 1.104]",1.269,-0.261,0.795
norefined,k2,-0.212,"[-1.89, 1.467]",1.679,-0.252,0.802
norefined,k3,0.887,"[-0.428, 2.201]",1.315,1.346,0.183
norefined,k4,-0.251,"[-1.538, 1.035]",1.286,-0.390,0.698
norefined,k5,0.767,"[-0.659, 2.194]",1.427,1.074,0.287
refined,tt,-0.713,"[-0.973, -0.453]",0.260,-5.467,0.000
refined,c,-4.553,"[-6.176, -2.93]",1.623,-5.599,0.000
refined,s,-2.185,"[-2.983, -1.387]",0.798,-5.463,0.000
refined,k0,-0.094,"[-0.657, 0.468]",0.562,-0.335,0.739
refined,k1,-0.172,"[-0.756, 0.412]",0.584,-0.588,0.558
refined,k2,0.200,"[-0.427, 0.826]",0.626,0.636,0.527
refined,k3,-0.587,"[-1.143, -0.031]",0.556,-2.106,0.039
refined,k4,0.504,"[-0.191, 1.199]",0.695,1.448,0.152
refined,k5,-0.302,"[-0.884, 0.28]",0.582,-1.037,0.304
