stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.961,"[-1.651, -0.272]",0.690,-2.782,0.007
norefined,c,-4.853,"[-8.742, -0.965]",3.888,-2.491,0.015
norefined,s,-4.259,"[-7.05, -1.467]",2.791,-3.045,0.003
norefined,k0,-1.104,"[-2.9, 0.693]",1.797,-1.226,0.224
norefined,k1,-0.136,"[-1.491, 1.218]",1.355,-0.201,0.841
norefined,k2,-0.199,"[-1.866, 1.469]",1.667,-0.238,0.813
norefined,k3,0.899,"[-0.453, 2.25]",1.351,1.327,0.189
norefined,k4,-0.387,"[-1.702, 0.928]",1.315,-0.588,0.559
norefined,k5,0.679,"[-0.762, 2.12]",1.441,0.941,0.350
refined,tt,-1.029,"[-1.424, -0.635]",0.395,-5.205,0.000
refined,c,-5.802,"[-8.238, -3.367]",2.435,-4.756,0.000
refined,s,-3.116,"[-4.232, -2.001]",1.115,-5.576,0.000
refined,k0,0.516,"[-0.154, 1.186]",0.670,1.538,0.129
refined,k1,0.185,"[-0.647, 1.018]",0.833,0.444,0.658
refined,k2,-0.085,"[-0.995, 0.826]",0.910,-0.185,0.854
refined,k3,-0.412,"[-1.109, 0.286]",0.697,-1.178,0.243
refined,k4,-0.012,"[-0.815, 0.791]",0.803,-0.030,0.976
refined,k5,-0.024,"[-0.849, 0.801]",0.825,-0.058,0.954
