stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.183,"[-1.73, -0.637]",0.547,-3.630,0.001
norefined,c,-7.426,"[-10.79, -4.063]",3.364,-3.703,0.001
norefined,s,-2.397,"[-3.6, -1.193]",1.203,-3.340,0.002
norefined,k0,-0.756,"[-1.624, 0.111]",0.868,-1.462,0.150
norefined,k1,-0.130,"[-0.727, 0.468]",0.597,-0.364,0.718
norefined,k2,0.524,"[-0.452, 1.5]",0.976,0.900,0.373
norefined,k3,0.505,"[-0.227, 1.237]",0.732,1.157,0.253
norefined,k4,0.846,"[0.082, 1.609]",0.763,1.858,0.069
norefined,k5,0.429,"[-0.582, 1.44]",1.011,0.712,0.480
refined,tt,-1.040,"[-1.26, -0.821]",0.220,-7.941,0.000
refined,c,-6.050,"[-7.315, -4.784]",1.266,-8.017,0.000
refined,s,-3.255,"[-3.96, -2.551]",0.705,-7.749,0.000
refined,k0,-0.251,"[-0.703, 0.201]",0.452,-0.933,0.355
refined,k1,0.445,"[0.124, 0.766]",0.321,2.324,0.024
refined,k2,0.301,"[-0.24, 0.842]",0.541,0.933,0.355
refined,k3,0.392,"[0.009, 0.775]",0.383,1.719,0.092
refined,k4,-0.143,"[-0.485, 0.199]",0.342,-0.702,0.486
refined,k5,-0.355,"[-0.839, 0.129]",0.484,-1.230,0.225
