stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.703,"[-1.336, -0.071]",0.632,-2.221,0.030
norefined,c,-4.963,"[-9.427, -0.5]",4.464,-2.219,0.030
norefined,s,-2.480,"[-4.53, -0.43]",2.050,-2.415,0.018
norefined,k0,0.236,"[-0.724, 1.196]",0.960,0.491,0.625
norefined,k1,-0.572,"[-1.663, 0.52]",1.091,-1.045,0.300
norefined,k2,0.102,"[-0.89, 1.094]",0.992,0.205,0.838
norefined,k3,-0.049,"[-0.969, 0.872]",0.920,-0.105,0.916
norefined,k4,-0.898,"[-2.233, 0.437]",1.335,-1.342,0.184
norefined,k5,-1.201,"[-2.433, 0.032]",1.232,-1.945,0.056
refined,tt,-1.515,"[-2.489, -0.541]",0.974,-3.104,0.003
refined,c,-8.485,"[-14.602, -2.368]",6.117,-2.769,0.007
refined,s,-4.089,"[-6.925, -1.253]",2.836,-2.878,0.005
refined,k0,0.414,"[-0.826, 1.655]",1.241,0.667,0.507
refined,k1,-0.763,"[-1.986, 0.459]",1.223,-1.246,0.217
refined,k2,-0.582,"[-1.673, 0.51]",1.091,-1.064,0.291
refined,k3,-0.479,"[-1.679, 0.721]",1.200,-0.797,0.428
refined,k4,0.661,"[-0.961, 2.282]",1.622,0.813,0.419
refined,k5,-0.868,"[-2.031, 0.294]",1.162,-1.492,0.140
