stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,71.067,2.023,0.000,76,0,9,4343325764.343,411835397.618
refined,107.453,2.023,0.000,76,0,9,4343325764.343,281412529.826
