stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,28.305,2.023,0.000,76,0,9,2785944687.372,580143888.445
refined,79.619,2.023,0.000,76,0,9,2785944687.372,238216146.140
