stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.352,-4.219,-1.170,1.807,-0.685,0.862,0.170,-1.006,-1.324,4275710155.950,0.557
norefined,2,-2.063,-4.406,-1.404,1.603,-0.625,0.724,0.092,-1.085,-1.323,3953289003.735,0.468
norefined,3,-1.684,-4.543,-1.624,1.434,-0.615,0.630,0.079,-1.117,-1.318,3447523387.035,0.371
norefined,4,-1.241,-4.653,-1.771,1.305,-0.617,0.590,0.050,-1.120,-1.352,2371447953.065,0.267
norefined,5,-0.784,-4.739,-1.918,1.199,-0.604,0.574,0.039,-1.109,-1.377,1515418949.544,0.166
norefined,6,-0.330,-4.781,-2.077,1.092,-0.557,0.565,0.069,-1.065,-1.371,1284166822.961,0.069
norefined,7,-0.799,-4.732,-2.201,1.025,-0.523,0.569,0.084,-1.002,-1.318,1297156278.684,0.169
norefined,8,-0.342,-4.775,-2.351,0.917,-0.473,0.555,0.109,-0.962,-1.299,1199413255.442,0.072
norefined,9,-0.832,-4.738,-2.393,0.881,-0.456,0.563,0.109,-0.919,-1.243,1199686259.535,0.176
norefined,10,-0.367,-4.787,-2.518,0.776,-0.407,0.545,0.124,-0.888,-1.216,1150633515.219,0.077
refined,11,-0.367,-4.787,-2.518,0.776,-0.407,0.545,0.124,-0.888,-1.216,1150633515.219,0.077
refined,12,-0.041,2.633,0.641,-1.314,0.987,0.435,-0.162,0.681,1.624,7913006496.481,-0.015
refined,13,0.035,-13.385,-3.734,6.700,-4.489,-3.291,1.276,-3.130,-8.091,2582932355.177,-0.003
refined,14,-0.369,7.158,-0.583,-4.654,2.917,2.017,-8.666,12.056,4.005,8138021528.088,-0.052
refined,15,0.769,-43.835,-0.283,25.173,-11.492,-11.709,44.383,-54.784,-17.793,5402187514.444,-0.018
refined,16,-6.956,509.014,13.524,-315.622,143.102,142.033,-462.808,555.771,171.761,9051075536.238,-0.014
refined,17,190.356,9847.693,2852.741,-8395.913,18416.543,-4384.851,6238.262,-10672.664,-10321.145,10232909735.931,0.019
refined,18,190.356,9847.693,2852.741,-8395.913,18416.543,-4384.851,6238.262,-10672.664,-10321.145,10232909735.931,0.019
refined,19,190.356,9847.693,2852.741,-8395.913,18416.543,-4384.851,6238.262,-10672.664,-10321.145,10232909735.931,0.019
refined,20,190.356,9847.693,2852.741,-8395.913,18416.543,-4384.851,6238.262,-10672.664,-10321.145,10232909735.931,0.019
