stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.232,-5.453,-1.997,0.358,1.600,1.294,-1.605,1.518,0.317,4831056904.334,0.043
norefined,2,-0.699,-5.483,-2.005,0.307,1.529,1.212,-1.646,1.411,0.262,2128984492.398,0.128
norefined,3,-1.152,-5.495,-1.987,0.252,1.425,1.123,-1.688,1.283,0.196,745710050.748,0.210
norefined,4,-1.470,-5.531,-2.009,0.146,1.233,0.967,-1.791,1.043,0.109,500282931.485,0.266
norefined,5,-1.044,-5.594,-2.190,0.112,1.102,0.911,-1.869,1.017,0.046,504028045.984,0.187
norefined,6,-1.504,-5.579,-2.153,0.044,1.028,0.856,-1.845,0.870,0.009,448679206.433,0.270
norefined,7,-1.042,-5.632,-2.302,0.047,0.957,0.888,-1.857,0.936,-0.017,462148822.759,0.185
norefined,8,-1.512,-5.609,-2.256,-0.013,0.911,0.846,-1.812,0.810,-0.045,427606449.289,0.270
norefined,9,-1.048,-5.660,-2.390,-0.002,0.856,0.900,-1.806,0.899,-0.062,438406900.897,0.185
norefined,10,-1.521,-5.634,-2.338,-0.059,0.821,0.861,-1.754,0.781,-0.087,412758141.085,0.270
refined,11,-1.521,-5.634,-2.338,-0.059,0.821,0.861,-1.754,0.781,-0.087,412758141.085,0.270
refined,12,-0.769,-4.504,-2.201,-0.431,0.111,0.132,0.508,0.292,-0.567,267888824.159,0.171
refined,13,-1.081,-5.714,-2.725,-0.367,0.165,0.265,0.238,0.467,-0.512,244680148.315,0.189
refined,14,-1.116,-5.778,-2.704,-0.314,0.235,0.313,0.116,0.509,-0.514,243836600.758,0.193
refined,15,-1.126,-5.834,-2.726,-0.309,0.241,0.315,0.115,0.517,-0.514,243824886.455,0.193
refined,16,-1.126,-5.829,-2.723,-0.308,0.243,0.316,0.113,0.517,-0.515,243824623.990,0.193
refined,17,-1.126,-5.832,-2.724,-0.308,0.243,0.316,0.113,0.518,-0.515,243824613.881,0.193
refined,18,-1.126,-5.831,-2.724,-0.308,0.243,0.316,0.113,0.518,-0.515,243824613.338,0.193
refined,19,-1.126,-5.831,-2.724,-0.308,0.243,0.316,0.113,0.518,-0.515,243824613.305,0.193
refined,20,-1.126,-5.831,-2.724,-0.308,0.243,0.316,0.113,0.518,-0.515,243824613.303,0.193
