stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,35.004,1.727,0.000,76,0,9,3544419896.802,621605042.867
refined,65.094,1.727,0.000,76,0,9,3544419896.802,363757286.800
