stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,4.215,2.023,0.000,0,9,1782463997.220,1138113187.086,76
refined,4.215,2.023,0.000,0,9,1782463997.220,1138113187.086,76
