stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.261,"[-2.179, -0.343]",0.918,-2.305,0.026
norefined,c,-6.527,"[-10.969, -2.086]",4.441,-2.465,0.017
norefined,s,-2.756,"[-5.03, -0.482]",2.274,-2.033,0.048
norefined,k0,-0.009,"[-1.181, 1.163]",1.172,-0.013,0.990
norefined,k1,-0.652,"[-1.774, 0.47]",1.122,-0.975,0.335
norefined,k2,0.117,"[-1.063, 1.298]",1.180,0.167,0.868
norefined,k3,-0.375,"[-1.371, 0.621]",0.996,-0.631,0.531
norefined,k4,0.795,"[-0.646, 2.236]",1.441,0.925,0.360
norefined,k5,-0.630,"[-1.796, 0.536]",1.166,-0.906,0.369
refined,tt,-0.730,"[-1.052, -0.408]",0.322,-3.807,0.000
refined,c,-4.574,"[-6.425, -2.723]",1.851,-4.144,0.000
refined,s,-2.550,"[-3.686, -1.414]",1.136,-3.764,0.000
refined,k0,0.326,"[-0.239, 0.891]",0.565,0.968,0.338
refined,k1,-0.207,"[-0.72, 0.306]",0.513,-0.677,0.502
refined,k2,0.483,"[-0.149, 1.116]",0.633,1.281,0.206
refined,k3,-0.387,"[-0.86, 0.086]",0.473,-1.371,0.177
refined,k4,0.538,"[-0.085, 1.161]",0.623,1.449,0.154
refined,k5,-0.382,"[-0.896, 0.131]",0.513,-1.249,0.218
