stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.673,"[-1.065, -0.282]",0.391,-2.871,0.005
norefined,c,-5.150,"[-7.754, -2.547]",2.603,-3.299,0.002
norefined,s,-2.847,"[-4.387, -1.308]",1.539,-3.086,0.003
norefined,k0,0.511,"[0.009, 1.012]",0.501,1.699,0.094
norefined,k1,-0.621,"[-1.463, 0.221]",0.842,-1.230,0.223
norefined,k2,-0.444,"[-1.359, 0.47]",0.915,-0.810,0.421
norefined,k3,0.512,"[-0.348, 1.371]",0.859,0.993,0.324
norefined,k4,-0.370,"[-0.967, 0.227]",0.597,-1.034,0.305
norefined,k5,-0.105,"[-0.992, 0.782]",0.887,-0.197,0.844
refined,tt,-0.969,"[-1.343, -0.594]",0.375,-4.311,0.000
refined,c,-6.185,"[-8.445, -3.926]",2.260,-4.566,0.000
refined,s,-3.122,"[-4.366, -1.877]",1.245,-4.183,0.000
refined,k0,-0.000,"[-0.453, 0.452]",0.452,-0.001,0.999
refined,k1,0.502,"[-0.243, 1.247]",0.745,1.125,0.265
refined,k2,-0.108,"[-0.905, 0.69]",0.797,-0.225,0.823
refined,k3,0.177,"[-0.541, 0.896]",0.718,0.412,0.682
refined,k4,-0.181,"[-0.729, 0.367]",0.548,-0.550,0.584
refined,k5,-0.270,"[-1.085, 0.544]",0.814,-0.553,0.582
