stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.628,"[-1.074, -0.181]",0.447,-2.344,0.022
norefined,c,-5.203,"[-8.328, -2.078]",3.125,-2.777,0.007
norefined,s,-2.510,"[-4.232, -0.787]",1.722,-2.430,0.018
norefined,k0,0.153,"[-0.45, 0.755]",0.602,0.422,0.674
norefined,k1,-0.451,"[-1.46, 0.559]",1.009,-0.745,0.459
norefined,k2,-0.357,"[-1.498, 0.783]",1.140,-0.523,0.603
norefined,k3,0.082,"[-0.954, 1.118]",1.036,0.132,0.896
norefined,k4,-0.027,"[-0.757, 0.704]",0.730,-0.061,0.952
norefined,k5,-0.297,"[-1.408, 0.814]",1.111,-0.446,0.657
refined,tt,-0.700,"[-1.04, -0.36]",0.340,-3.435,0.001
refined,c,-4.860,"[-7.029, -2.69]",2.170,-3.735,0.000
refined,s,-2.065,"[-3.136, -0.994]",1.071,-3.216,0.002
refined,k0,-0.372,"[-0.917, 0.173]",0.545,-1.139,0.259
refined,k1,0.536,"[-0.258, 1.331]",0.795,1.126,0.264
refined,k2,0.129,"[-0.692, 0.95]",0.821,0.262,0.794
refined,k3,-0.698,"[-1.472, 0.077]",0.774,-1.502,0.138
refined,k4,0.351,"[-0.258, 0.96]",0.609,0.962,0.339
refined,k5,-0.398,"[-1.264, 0.468]",0.866,-0.766,0.446
