stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,15.584,2.347,0.000,19,0,9,374151245.855,24900894.606
refined,32.555,2.347,0.000,19,0,9,374151245.855,12348392.714
